var1,var2,var3,var4,var5,target
14,0.04553119385790361,0.4889132868276048,0.9010740610054635,14,12.987047820081179
13,0.4477196570260379,0.7570985289249802,0.3876533156472558,6,10.328958225479324
12,0.27306621182429214,0.4074254291592624,0.6732958785408719,10,10.680635205860636
10,0.05236115757882387,0.7793557988820474,0.7430559255419843,13,12.224448021413096
13,0.04682390551830584,0.21136605439189438,0.38299148961149954,14,11.181918443991599
15,0.9694703463185547,0.8270779600350998,0.5836394866590723,12,13.9271413847851
17,0.5933790392486176,0.3634228885917835,0.4361700768617557,8,12.267646172905783
8,0.12940448531479642,0.3760734178640125,0.00986884617083772,6,7.1416702909196195
14,0.11569055960779506,0.7009842816668251,0.061985781559180664,4,9.78214444281789
13,0.19948038437391935,0.5585657716032398,0.6835186211224663,14,12.431401523306963
7,0.11856270705292993,0.9482872038366585,0.3419376516713537,12,9.196548360233656
11,0.2725036215142832,0.21567858834562126,0.2574008485453074,13,10.246450549744392
6,0.8322597506616013,0.00045202964054735784,0.6657744569514835,13,7.947064071931428
11,0.9776341012986747,0.8262722217348131,0.8166198481710067,12,12.136148042031357
10,0.40466540561440734,0.9872117803259601,0.07236728871591103,9,10.160553985548978
12,0.3570259772697709,0.0491231183926335,0.4523784924880935,15,10.91809662287414
7,0.2274140880957065,0.03803481864823299,0.7004120096225612,13,8.579704598711151
8,0.8121845487017885,0.4567457713038634,0.7964913452535659,13,10.070272305113583
11,0.10586861197687525,0.38890767482083977,0.6422482881361957,10,9.443311223634495
14,0.4532445347706777,0.976534313917998,0.38107051948860937,7,12.260222669532538
11,0.15669604797953718,0.3470731839175375,0.18309772858030704,10,9.419808747761383
12,0.004932369396794201,0.41073195607176927,0.8897781822249095,5,8.563716699775197
11,0.2935273500622928,0.8071915519593018,0.1414895615381072,9,10.151932458811753
10,0.9713084020116254,0.04901404812662569,0.1821315770338392,17,11.393622481658737
15,0.8425046592993333,0.4841083540421921,0.0767170844625531,10,12.37968889125791
8,0.5697406380865477,0.5344134183606751,0.8024794033538095,16,11.171878560009416
11,0.011359724629316115,0.7285665572790211,0.10160821440884515,6,9.66799663498951
10,0.06217034140160915,0.7752960747879406,0.3535791839584068,12,10.432310935134245
14,0.840134976654902,0.13151735190589298,0.732023096903521,11,11.63428445258218
14,0.19774558557982536,0.7187285246343423,0.46433659612777334,12,12.512629939110832
12,0.7183555079952143,0.8655160851665596,0.7063092325964617,11,12.165864390544982
13,0.09156797784834447,0.06716376865194951,0.9093238260871259,5,8.321203935196166
9,0.6049263500950514,0.7161522128515394,0.3554438028241794,9,9.190123056883795
10,0.601094172656338,0.6322621707620865,0.25287031193775966,5,9.728250708888224
9,0.5183508334303821,0.9539425243962593,0.44830665361567934,9,9.800945563975532
12,0.26951535517518244,0.3724959846074818,0.11365557493883571,10,10.085679818782417
13,0.9444913711915357,0.431040849192596,0.7351250214855983,9,11.942432733918114
8,0.032722134392756064,0.4873523806465484,0.46221091407545056,12,8.729383040659034
7,0.8328363767344098,0.49193719172161576,0.6227645837656082,13,9.377220082172283
9,0.009568164097670473,0.7880860118218997,0.8959127771862297,7,8.421616466214598
9,0.08149775476237509,0.4538599386688684,0.6438365026816633,11,9.25504336057685
6,0.11534946566660442,0.49398391666618935,0.33994642981782064,8,7.017463175492104
6,0.2275522969229422,0.555797679021457,0.6039169073948962,10,7.525359758824923
15,0.2717248799923032,0.47507357508275894,0.4935758385142559,12,13.154997223956522
10,0.9928599829998617,0.8230406170861605,0.16664501789327624,14,11.998171857142733
12,0.9897085740355307,0.9645196843232637,0.5431884836106935,7,11.761664246859748
7,0.11000780058008397,0.9415592436704457,0.7075245549094389,9,8.407002772119984
7,0.7065790759561652,0.2785890589886504,0.6905649789151518,5,6.483584174903558
14,0.9574095151804165,0.6874567668772705,0.8778930552167452,12,13.97449315393104
10,0.06545946679935866,0.5391434359472643,0.625123126768618,7,8.585498396301954
8,0.9356597809934971,0.8878034258597635,0.5307016646766077,10,9.826150057061895
7,0.34033673233029826,0.7543330998738795,0.9419251400024254,6,7.20852740537697
6,0.812132722156212,0.7643543101498461,0.5409512916013053,12,11.01735547407178
4,0.15612973366054173,0.516996140977676,0.30926014833635607,9,6.586841078612598
14,0.6125502870860571,0.12448104335786847,0.5262125296034228,14,12.520015945057828
5,0.02527200489442516,0.21980845296895435,0.20402982862145858,12,6.747452903876834
8,0.9423226545388088,0.4020915118030034,0.272562634141563,14,10.082609219912301
8,0.8775996950603833,0.3611773369212419,0.899792409789961,13,9.517529091709733
11,0.10698170116143901,0.5351065655247168,0.6349244701972698,9,10.357969676369182
14,0.8606628687223088,0.22755883129084453,0.3270736809285558,10,11.924553250055858
6,0.9032657717899425,0.6266971045550774,0.7338016343813796,10,8.808163157179921
9,0.38719446701930016,0.5396317540136727,0.3137412776750933,11,10.116797255665322
8,0.27794246121741073,0.9033369738530233,0.7372445609974706,9,9.032715049652108
15,0.20185487043943373,0.7982780276246424,0.13627090923375806,11,13.084951356270114
10,0.05414688076691143,0.40108160808009496,0.7491360737550729,7,8.368677781347028
10,0.5726265552903511,0.995510719012496,0.3777438192246243,9,10.284875196488585
7,0.23061924582528592,0.8738672435419321,0.4307007048499044,12,9.499929487873569
5,0.11309398574493779,0.007788199997726286,0.9545011752446557,11,6.270664229457295
9,0.16430216758553307,0.8147927000837264,0.5051886191018573,16,11.270955351974978
11,0.5301281257560586,0.8462952785929339,0.47046748226513735,12,11.676666871699613
9,0.6758345526142302,0.9548594650386384,0.3262013642632873,13,12.417350323932578
10,0.5258496491862575,0.24210959128436071,0.5593797032264352,12,9.72351991739134
13,0.923423801010831,0.8800062636862939,0.3544252576162591,13,13.292093035838603
11,0.8308906049496726,0.3221844374339624,0.13152555048507564,7,8.961438042122404
13,0.5376300572746078,0.5530642944771026,0.6615409116321612,9,11.146269944678746
11,0.4846167066339978,0.14804456727074855,0.313681579658881,8,8.612300692708809
9,0.4577256079753249,0.9102578121855246,0.7668251383243538,9,10.704557884887212
10,0.46373550297576727,0.48814668266777084,0.7184250410857351,12,10.564354515814859
7,0.9697525621085406,0.9027850545672652,0.4245990734356443,10,9.184836519308174
13,0.023949093799831678,0.9854407065277629,0.12084399435351978,9,11.82303356104763
8,0.4066236838473596,0.25206140194854987,0.42119916962321724,9,8.20371374764846
12,0.1125664870458375,0.12466159405638366,0.2832801740299241,7,8.648746900513302
12,0.29399748065751763,0.6311022466424282,0.9493627079068848,5,9.546462163571658
9,0.43303331837817916,0.02594659962457002,0.34277732049453014,9,8.882286128421761
10,0.2658313064500538,0.9689429568452178,0.8622849684236494,11,10.569006808000088
11,0.06653391774010242,0.861922267280294,0.4218455867450599,14,11.969460501744647
12,0.25555408295612414,0.1637273191815657,0.9070748337936435,3,8.193857835621106
8,0.2850961556767936,0.6373277264406713,0.2697836932477723,9,8.875757354602424
12,0.6979951375776645,0.3602203686782881,0.7955455135570993,8,9.722101020261956
12,0.7343791473311843,0.09928276634018007,0.03179865696547657,9,10.320609199667079
16,0.30528774704705375,0.47781548597438017,0.04107264995657334,10,12.89665277922938
7,0.5540645438170896,0.6074042554737034,0.5874687898523527,12,8.916482237702656
13,0.5086021096915828,0.17834190872753142,0.05807351166368224,11,10.64165952323077
10,0.8700378655457727,0.9232356113502547,0.43050788629943515,13,11.712701798672919
10,0.466347178760682,0.9538595844353998,0.3968719630404758,11,11.16089737962336
10,0.5718836772105801,0.6464678041808182,0.19857773310143612,7,9.967559094855192
8,0.668034723406588,0.3842242708218798,0.7152363326192751,12,9.22868664258941
15,0.1376062526587295,0.22996344423538562,0.8733388341145516,6,10.386672793013185
13,0.5430348046157232,0.8058949441263047,0.8407688631637499,15,13.373298672405172
10,0.9880066224720367,0.6328746424969309,0.9507305871070243,5,9.615856860439166
6,0.7063893718746985,0.8604387980168423,0.9353910635621232,14,10.66505768863622
9,0.9247713611196652,0.29856937352795665,0.49029562373291435,10,9.050945816244537
15,0.9369929493949057,0.6345880059283289,0.04591651339956204,13,13.610249031263221
6,0.6915923811676933,0.20378677573577808,0.7893707839894166,9,7.709001566009733
9,0.40367657797947054,0.40029734577544485,0.6209194862162442,13,10.233934095547271
7,0.5076025933585507,0.7420994250723342,0.7993583735449827,5,7.9053631854320265
14,0.9431117536889357,0.9742951066159259,0.10804464572666184,11,13.322418331436335
12,0.035944299974292826,0.3494581613771839,0.6542165511735278,14,11.48098434898263
11,0.3562365911191019,0.4099251876961669,0.0872460201569053,9,9.663665916364803
12,0.20376527586320126,0.350788525402847,0.6182223908755309,11,10.6892245018863
9,0.684305776704253,0.13237541979473189,0.921059022328593,8,7.918662937662424
6,0.5959799544295453,0.1513076607749092,0.5496506780473237,7,5.906893420868446
13,0.6405347842299586,0.6888373861254428,0.027909908177808695,12,13.169374250214613
5,0.8730197796960859,0.8397355304680003,0.7302524770773191,10,8.332602309589673
10,0.9277382714256197,0.8763925754544837,0.4214328814713719,11,11.685319986174985
5,0.7513140342325805,0.5952757027887958,0.36478014475126586,9,7.466500511689516
10,0.5345545041012753,0.3720642001044665,0.37577842501339165,8,9.581265548390215
9,0.7588197697647097,0.26241805506133,0.4990773326119049,14,10.315778644822634
13,0.5152080083165242,0.9390879778513729,0.5765873155283076,11,13.953025505635809
9,0.6043018622494231,0.1132550976428397,0.351385972109889,12,9.484096305943977
12,0.17275573944998734,0.07989802622130171,0.5518913295052646,9,9.775446498168751
10,0.6621865706315231,0.5970765174281111,0.7315313317663222,13,11.129841091446178
5,0.020231041510163084,0.9359095691515532,0.4017511670561513,9,7.519688606718669
12,0.7665285978655542,0.3943065394194253,0.1366817039551641,7,9.617200440596996
11,0.2870803956718244,0.8434991854545923,0.7208135847908462,15,12.24520229966564
7,0.22040504213866008,0.4756880797988776,0.915853047531764,6,7.028459324970219
8,0.5317253828959523,0.6797180995265371,0.8130194389235775,8,8.298188900776303
11,0.8172163802621512,0.13374698023958786,0.11111064470481435,8,10.002387970342848
7,0.41513510066106807,0.9983933425061493,0.811391194270485,8,8.47739321422214
12,0.2280019367724757,0.018665263947010846,0.0573172249204984,12,10.01584149682823
4,0.23654105708957074,0.25906213160933955,0.8992433228841948,14,7.616502537287743
12,0.7744809489762213,0.3051696283765275,0.4761050764245238,11,11.161756663820178
9,0.338196238493247,0.46847677677274036,0.6686985112104532,7,8.197732040046942
7,0.35141044135940025,0.811592779888389,0.9576742987691609,7,7.7655867127586
6,0.4245607208362068,0.9870918199621924,0.7326957467666795,7,7.524936258274553
5,0.4421592597012681,0.791805199793871,0.9913405438991603,8,7.3356494183187415
20,0.7442852765687886,0.9885289399546447,0.8036610934330533,10,16.215100166192368
6,0.8383716510166792,0.6737709688495008,0.5633951821544493,10,8.843845074929149
13,0.7952880685220617,0.28876540092968617,0.31456909266735766,12,12.06199873778472
10,0.6801732618248606,0.3318559948713664,0.09166685754938153,8,9.746752348383595
8,0.24825268825160074,0.5559966319489669,0.9767706714920924,9,8.598114990361235
12,0.5597561696873865,0.4208514803030813,0.05806869798698233,13,11.261276835175826
8,0.19498055303852513,0.07946433823682919,0.5846242518298158,7,6.449763171265307
11,0.49909128387712376,0.1171171485687551,0.6226147701147908,13,10.058817587732603
10,0.9738705817832437,0.45246761840677485,0.2263129079519225,5,8.910914547513439
11,0.011424542968091811,0.3044328514487723,0.0868228620777799,12,11.008997451115032
4,0.745710849735532,0.2654970423473778,0.8065071907283743,13,7.130106936845182
10,0.8920450915560914,0.4176640763356121,0.21105628670823406,10,9.812986978919414
9,0.9697350517393739,0.0904116140223753,0.3831187705849106,9,8.710108727899199
9,0.1035567303057312,0.37935698423146946,0.6537515890519856,18,11.266733806495335
7,0.6288365086747303,0.21475007746439279,0.22422487313230532,6,6.789804168812011
12,0.6925875361686453,0.71345698740201,0.9868478659746196,11,11.658194705781856
9,0.9308560273397224,0.6153916498462012,0.8896702547003367,8,9.27398136588106
7,0.9883562828729201,0.64771841291553,0.5401959999372347,8,8.077533995522009
13,0.36527590995854253,0.09060193928230309,0.6097953466666597,4,8.298324053717188
7,0.8735857887496215,0.8952675122323437,0.8352614926046749,17,11.572853496147196
12,0.3675492274967269,0.19881713254397781,0.03514405005454024,11,10.699026148196214
10,0.6089149312833622,0.37336777160012036,0.18794638610361514,16,11.094355278971285
12,0.9596103026038264,0.6408982334934116,0.42251881205309627,5,9.866374849902202
11,0.13260471068260204,0.8184885300595222,0.6650796090312078,9,10.558588396461946
16,0.19739913842057577,0.6347795912260196,0.19074575522365755,12,13.09769937661997
13,0.02607964759548076,0.10768835052946701,0.4300552051382639,8,9.852857780229279
18,0.3976495975599702,0.5718940800097639,0.7353970113752931,13,14.5153769785857
9,0.6566429312899782,0.5318115092515127,0.689486954498888,8,8.61630667274353
8,0.5567736498512159,0.4366662725646938,0.20388250966398203,10,9.080910032603361
10,0.07858448251462535,0.8295891747009041,0.6197387531539129,12,10.708107350545012
11,0.16617752912113248,0.4159710406147159,0.424158033177513,9,9.463237252113501
15,0.09078730246210764,0.22622972706008004,0.9199311277396486,10,12.102009050998788
13,0.4373394721295282,0.03296929080101729,0.44277579508022336,11,10.501156588917388
14,0.8725691770954579,0.04129454921828979,0.4141201536650163,7,10.233875656987157
6,0.5129149083498715,0.03685776486573589,0.38432109451875307,6,5.475559025768213
10,0.17024535467358082,0.5150692406650836,0.42727638679956637,7,9.954508788512557
10,0.5446042096719494,0.6885513627468434,0.4473488897636513,15,11.563478816086372
20,0.09495706637979984,0.6381332639333107,0.36137604838917803,12,15.155084804835198
8,0.5370252393762658,0.1587456218804647,0.8823870846427,7,8.17757569853308
15,0.8429550847713637,0.9878715211967625,0.10172061399128496,10,13.640865915937416
8,0.10044757589649322,0.41854122563369145,0.0667564933595377,8,8.072415257856754
14,0.2521798295911253,0.9042087556434483,0.7478701784187815,7,11.261181794879276
14,0.40329809356517443,0.06928312411638715,0.10986837304979313,13,12.277294300994601
10,0.5896330762282045,0.37842657499630883,0.11682650949893358,14,11.001683713986784
8,0.11034265880939087,0.29979148276432166,0.6832080939802264,8,7.121993714635151
8,0.6859843942016399,0.9331119809411332,0.28461456293888865,13,10.437764051989616
8,0.4643981511947912,0.19933715128574991,0.4755425074862296,8,7.6116721239828875
14,0.6109638861876752,0.5797659612519107,0.7917801472403132,8,11.151078232111784
10,0.24401394079197103,0.08430023168988032,0.059306886027845285,14,11.366176428797868
14,0.8433034714595327,0.661619958113578,0.5307590103496342,12,12.678009328410484
8,0.759207793966484,0.8354619150748878,0.3313078749134729,8,8.815590825569686
8,0.04665826058238964,0.2453107349328696,0.54247122428601,9,9.378964580502164
11,0.7891829631199982,0.33669290512007777,0.7304783245866115,10,10.047496223457735
7,0.33032654348313983,0.7318437130668013,0.7582666562432889,6,7.535211608734132
8,0.15620163837927903,0.30425981674966485,0.9803609001934881,8,7.994335113580645
17,0.58874502822643,0.8843965875659575,0.38862330690174296,5,14.400153042844
9,0.6277875879171102,0.7728599866215543,0.7478489514260204,11,9.951356165844185
19,0.12715341428802562,0.7581707829829277,0.6854193350250035,13,15.159763506587575
8,0.7021505219075914,0.09262676296323791,0.3794978905985088,9,7.685994887150899
11,0.7581224971244284,0.6801535584399323,0.8144102104096568,14,11.774905037021757
15,0.25864984772452226,0.7298328218079428,0.7473129646042511,5,11.011188363996682
11,0.9050149447515089,0.34665390203583524,0.5773980451754206,7,9.196520325568642
10,0.6523343273564028,0.17057920228136947,0.6638382063336388,5,7.383751649315279
6,0.3886053472218569,0.6650393596429341,0.27741747031821673,8,7.841688970191923
13,0.2833192669096255,0.2634642124724844,0.6101978481903707,11,11.743051685792604
9,0.9271874676189646,0.928035170435005,0.15411432806903913,15,11.981770241807846
20,0.5130985231498718,0.6331181735009171,0.03947374921939051,8,14.147043186705053
9,0.4361043208165728,0.3056823321872152,0.08549846070567868,4,6.73982385969545
6,0.9232126166962314,0.09139196324242549,0.2023017965827476,14,8.253508720053594
15,0.6286927227112007,0.902783028889115,0.1788713935113877,9,12.665571222702436
9,0.1162767723208088,0.35523692689858755,0.3981896385805521,12,9.24324396028684
6,0.7728225314513453,0.27998793169173053,0.7277886834785958,12,8.17829973231181
6,0.601876484013275,0.2949809281440656,0.948053721659161,8,6.818482763438686
6,0.4105402803826028,0.8411303735893697,0.5345184382337398,7,7.680558619952257
7,0.6121935656748131,0.4362486614115393,0.5062698945216244,13,9.659242111522095
8,0.8654604546186067,0.31935452090992333,0.3758487211182625,6,9.326531920297256
2,0.5201469371344195,0.27778118440334243,0.7272383582929308,12,6.148402771288065
11,0.6870725659901941,0.9650085525419436,0.16056577309717612,9,10.795812938751412
11,0.014830186668965517,0.9294143082372871,0.041736658961297635,6,9.791877706177056
16,0.7438937745578352,0.36347982359575604,0.31458398576186153,11,12.698053992465457
12,0.600066958532002,0.549641134547393,0.9852613269293629,6,11.184751111426701
8,0.8135003460592296,0.9621466849310457,0.6751802620552839,11,9.995002679210415
18,0.23406283993626087,0.247263423391762,0.9904888913088588,16,15.1928341817017
9,0.32837290924147966,0.03808946222023046,0.49739626114540836,10,9.112291665659006
7,0.2903960431573117,0.5347111513339127,0.8869698148009411,9,7.771013093502336
13,0.29509508328042633,0.46585275160193895,0.5832227870784861,15,12.683638748201918
13,0.5131952036329247,0.15434879851526795,0.47558688823404827,12,10.86414099619249
7,0.6835095384897864,0.48610599140022526,0.32365625035231527,7,7.344148694746076
11,0.239753944226766,0.4587104975963242,0.3534712775137361,11,10.14755663134006
9,0.41052851942951485,0.880307803696386,0.876777548455077,12,11.198939131579454
9,0.15739942998290057,0.23710282711696995,0.7696967072722509,11,8.672378984597481
13,0.2355594948275226,0.27448199225105974,0.15419005416598452,15,11.794316841318462
18,0.704698590596803,0.49498618231429004,0.4226361117377987,11,15.092176586176986
9,0.2580814798842487,0.988559201819451,0.17235699005120164,11,10.316314352542534
11,0.9394810512799847,0.037337669089301584,0.7536787123564513,10,9.929815211099701
7,0.980707037434917,0.5874377941719544,0.3314616540211145,11,8.908929226496108
6,0.8895093911822782,0.8719539992090557,0.05482336749396732,6,8.349892323385042
14,0.9127305162115728,0.5145221453920077,0.5304905589424652,15,13.45875373367519
19,0.27592764141533166,0.6384812702651722,0.7429207896765845,8,13.863927307369474
5,0.274105717255656,0.15450983246322203,0.23860732840863563,11,6.532188184551326
11,0.2571090046889183,0.12819356500231727,0.36486424736984635,6,8.748776656799684
8,0.485781709349665,0.87808305801505,0.9480416360536307,10,9.504930219109065
11,0.9716936626898552,0.1042414073042559,0.11379136679192503,7,8.7197924264106
10,0.16245056543770553,0.5064058015764049,0.9667591175598991,9,9.152402660397925
16,0.5984810822708854,0.1219069087230612,0.4649314422920995,17,14.153551968727305
5,0.1274224380400406,0.4313152558949397,0.10824238551182386,7,8.255901719043184
12,0.2788295853534286,0.33613544496964265,0.24600516222720692,11,10.979055614882002
9,0.28688520749131174,0.07961425017148394,0.30728144200269836,13,8.970497986505732
11,0.4313541105639138,0.5094870682895164,0.4246587540719272,10,10.028900093342104
12,0.22374449883195968,0.5651873344163171,0.3383160645095854,7,9.584285773379433
15,0.28887499135868455,0.7915053820244515,0.2483506060460966,7,12.223178336697718
9,0.13701368101873757,0.333906785791831,0.15412774186664446,10,8.418443313515278
18,0.21073311429557395,0.9372985921530042,0.09455227463018467,8,13.655414164737783
6,0.9883499697601748,0.6872725184417414,0.7934031994813034,10,9.717154576612563
9,0.49170224871221857,0.4951090580708045,0.8915880350709294,18,11.55044717317708
6,0.5330098418143897,0.17061868208671194,0.651272615990232,9,7.781639084827619
6,0.15343784456819254,0.3559743843163704,0.09833930946970837,10,7.347800979567937
5,0.8656857242231747,0.7256091038720245,0.9402472298707095,10,7.722474712422216
9,0.7119581273245037,0.7330480405399236,0.3493296295199301,11,10.396543238579538
7,0.8845597482702677,0.27542491494438315,0.7215509568690333,6,7.310612355028818
14,0.8925252125974779,0.24644584857976104,0.8413675973843393,10,13.036353074488956
10,0.9091936204468545,0.05549520812266828,0.7505354554751977,8,8.386326076493074
9,0.5435347701445608,0.9864856175787581,0.7252963859426169,7,10.136113341997875
11,0.4319191809738203,0.9502725824667986,0.7328556275007458,8,10.657265707670772
9,0.38721906208691537,0.25122322790964324,0.5764853850509217,9,8.250807743354203
11,0.9978174097476544,0.46406482382616043,0.32645264533389906,13,11.720279666069537
12,0.19138433986983927,0.5448218619548271,0.08438959999327678,9,10.455694231295647
15,0.9253814125998554,0.019381115949907768,0.5093144304690191,10,11.866943384701177
6,0.12371724734813905,0.4703976193018451,0.7430051980144525,16,9.052629011961583
5,0.7543942167055583,0.27744203331206885,0.4489287359124624,6,5.75534218978847
9,0.25599882406363006,0.09175562553593475,0.08684280573313685,7,7.154943749404972
11,0.7573275046070187,0.7785572420837114,0.7245330626259173,6,9.925040403874792
7,0.24524345335789632,0.5395461972104947,0.8388776560815144,10,7.853606394613087
8,0.0715114546228518,0.3151614249913909,0.6578966441757009,14,9.614795769716032
8,0.7212479482372074,0.9954610664712039,0.09662438623460545,7,9.150663510985066
9,0.14938165177975482,0.2905000069754725,0.3809875391460097,13,9.350102929113879
10,0.9119408485438357,0.7378413365989673,0.9374346020286823,8,10.797420409825921
13,0.5016187041069223,0.024185376630312727,0.6124054924899113,8,10.255052258266627
8,0.664310553600524,0.9425093425564719,0.22973138293123196,11,10.042888571293751
8,0.8068812237137863,0.9120370330954183,0.19085183715906118,9,9.708281292745433
10,0.8020206809336178,0.5855607583115111,0.6017810467188249,11,10.390168942679665
7,0.8114649805513018,0.6875658622947899,0.07308739610808901,8,8.99848439265039
11,0.4584094635867997,0.19868898434144222,0.5958742175778174,10,9.784180001148874
14,0.42210412588173796,0.549732509155047,0.47894234646953227,8,11.566898307166564
12,0.24620723471343842,0.6211191541207624,0.7413881794777257,7,10.725259202523972
5,0.1258854635966441,0.571685969256316,0.2709344474709343,11,7.241341775896521
15,0.06576685666899718,0.010707395668334674,0.046876049293651745,6,9.401433428898601
13,0.2155072516054799,0.2999096638210208,0.7511080842109531,6,10.055858875385697
8,0.9867976241122433,0.9673757572211046,0.9402386254618643,7,9.588730067866575
12,0.4571995013376673,0.604509091696769,0.8980984101373285,12,11.237634146978229
6,0.20868455567832833,0.9580475361190934,0.18131819360090118,12,8.830936878435107
16,0.14992925960886128,0.12822288829749373,0.4039438631194673,12,12.176241008893337
7,0.4317334957032478,0.9797246993916774,0.3085375747068695,9,9.066559319326648
13,0.721940231554409,0.49005170753004446,0.4643048755252238,10,11.731717302802496
9,0.11975756424794948,0.9567373464119906,0.6696182490643571,10,10.132289277564727
12,0.5848489979868922,0.3429958560088999,0.636577242427264,10,10.2536141717098
9,0.6227313877854386,0.6090639379753253,0.27413371053970936,9,9.737777650591813
9,0.7545847998380227,0.3750613325340817,0.7907325708950672,12,9.978276784797606
10,0.45513680560521697,0.7465717994071485,0.27802539752421773,10,10.453849287122598
14,0.5618271158411812,0.15198828820017984,0.4194473229868809,7,10.083468923963597
11,0.17317198842180925,0.7063593904704888,0.36734928044872683,4,8.959826887985907
9,0.7163926824117139,0.06263449681313993,0.9671671311787989,13,9.181607660042886
11,0.29330989229406146,0.8499017492561718,0.8492196531880495,11,10.85443719490129
10,0.5652176394186119,0.09606620757189765,0.09900657197564122,7,7.8623190881467195
11,0.17174341736039522,0.12878922142905458,0.7303461112928812,12,9.998225230304563
7,0.4484037366724656,0.29548786746468636,0.4195467439737858,11,7.88683614360418
8,0.016464636590517667,0.6536688248204294,0.06437385266236217,8,8.806326169882666
11,0.06375828337810474,0.8566471513822392,0.5213048024736412,10,10.684750613416444
11,0.024141672412019144,0.28007655012580823,0.5035204914874217,7,8.449963229823501
6,0.38942590914599384,0.31928420996798434,0.16694850038463216,16,9.339131675080946
6,0.8284699027817585,0.021700007655808595,0.254280147525744,6,6.147808327424028
